Column,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,department,objectName,title,culture,period,artistDisplayBio,artistAlphaSort,artistNationality,artistGender,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,classification,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
4320,828456.0,False,2019.570.11,2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-26137-001.jpg,Asian Art,Dish,Dish green glazed with floral medallion and foliate rim,Thailand,,,,,,15th–16th century,1400.0,1599.0,Stoneware with iron-green glaze,H. 3 1/2 in. (8.9 cm); Diam. 11 1/2 in. (29.2 cm),"[{'elementName': 'Overall', 'elementDescription': 'CSR Survey', 'elementMeasurements': {'Diameter': 29.210058, 'Height': 8.572517, 'Weight': 1.7690284}}]","Gift of Samuel and Gabrielle Lurie, 2019",Ceramics,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/828456,,,False,
4322,54605.0,False,14.76.64b,1914,True,https://images.metmuseum.org/CRDImages/as/original/DP279648.jpg,Asian Art,Hanging scroll,Eagle Attacking a Mountain Lion,Japan,Meiji period (1868–1912),"Japanese, 1831–1889",Kawanabe Kyōsai,Japanese,,1885,1885.0,1885.0,Hanging scroll; ink and color on paper,"Image: 65 1/2 x 33 in. (166.4 x 83.8 cm)
Overall with mounting: 111 1/2 x 43 1/2 in. (283.2 x 110.5 cm)
Overall with knobs: 111 1/2 x 47 3/4 in. (283.2 x 121.3 cm)","[{'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 283.21057, 'Width': 121.28524}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 283.21057, 'Width': 110.49022}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 166.37033, 'Width': 83.82017}}]","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",Paintings,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/54605,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Eagles', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250049', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2092297'}]",https://www.wikidata.org/wiki/Q78754814,False,
4327,829398.0,False,2019.420.21,2019,True,https://images.metmuseum.org/CRDImages/as/original/DP-22137-001.jpg,Asian Art,Album,"Album of Fan-Shaped Paintings of Figures, Birds and Flowers",Japan,Edo period (1615–1868),"Japanese, 1636–1713",Kano Tsunenobu,Japanese,,17th–early 18th century,1636.0,1713.0,Album of twelve double leaves; ink and color on silk,"Image: 13 3/4 × 19 7/16 in. (35 × 49.3 cm)
Overall with mounting: 16 13/16 × 22 7/16 in. (42.7 × 57 cm)","[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 35, 'Width': 49.3}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 42.7, 'Width': 57}}]","Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2019",Paintings,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/829398,,https://www.wikidata.org/wiki/Q126119499,False,
4331,77178.0,False,2024.576.2,2024,False,,Asian Art,Hanging scroll,Spring Clouds Arising from the Gorge,Japan,Edo period (1615–1868),"Japanese, 1723–1776",Ike no Taiga,Japanese,,1770,1770.0,1770.0,Hanging scroll; ink on paper,"Image: 14 5/16 × 50 1/4 in. (36.3 × 127.7 cm)
Overall with knobs: 78 5/8 × 21 11/16 in. (199.7 × 55.1 cm)
Overall with mounting: 78 5/8 × 19 11/16 in. (199.7 × 50 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 199.7, 'Width': 50}}, {'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 199.7, 'Width': 55.1}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 36.3, 'Width': 127.7}}]","Fishbein-Bender Collection, Gift of T. Richard Fishbein and Estelle P. Bender, 2024",Paintings,2025-10-13T04:51:27.14Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/77178,,,False,
4332,45095.0,False,60.164,1960,True,https://images.metmuseum.org/CRDImages/as/original/DP-20413-001.jpg,Asian Art,Screen,The Torii Gate of Gion Shrine,Japan,Edo period (1615–1868),,,,,early 17th century,1600.0,1633.0,"Sliding doors (fusama) remounted as a two-panel folding screen; ink, color, and gold on paper",60 in. × 64 1/4 in. (152.4 × 163.2 cm),"[{'elementName': 'Other', 'elementDescription': 'entire screen', 'elementMeasurements': {'Height': 170.5, 'Width': 182.2}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 152.4, 'Width': 163.2}}]","Gift of A. I. Sherr, 1960",Paintings,2025-10-27T04:51:38.423Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/45095,"[{'term': 'Gates', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300002916', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q53060'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",,False,
4333,54606.0,False,14.76.64c,1914,True,https://images.metmuseum.org/CRDImages/as/original/DP279658.jpg,Asian Art,Hanging scroll,White Eagle Eyeing a Mountain Lion,Japan,Meiji period (1868–1912),"Japanese, 1831–1889",Kawanabe Kyōsai,Japanese,,1885,1885.0,1885.0,Hanging scroll; ink and color on paper,"Image: 65 5/8 × 32 3/4 in. (166.7 × 83.2 cm)
Overall with mounting: 111 3/4 in. × 42 1/2 in. (283.8 × 108 cm)
Overall with knobs: 111 3/4 in. × 47 3/4 in. (283.8 × 121.3 cm)","[{'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 283.84558, 'Width': 121.28524}}, {'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 283.84558, 'Width': 107.95022}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 166.68784, 'Width': 83.185165}}]","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914",Paintings,2025-10-21T13:08:39.33Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/54606,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Eagles', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250049', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2092297'}]",https://www.wikidata.org/wiki/Q78754751,False,
4336,56742.0,False,JP2596,1936,True,https://images.metmuseum.org/CRDImages/as/original/DP130039.jpg,Asian Art,Print,Two Geisha Preceded by a Maid Carrying a Lantern,Japan,Edo period (1615–1868),"Japanese, 1752–1815",Torii Kiyonaga,Japanese,,ca. 1778,1768.0,1788.0,Woodblock print; ink and color on paper,10 1/4 x 7 3/8 in. (26 x 18.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 26, 'Width': 18.7}}]","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",Prints,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/56742,"[{'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Servants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025874', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q54128'}, {'term': 'Lanterns', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037647', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q862454'}]",,False,
4341,48948.0,True,1986.266.4,1986,True,https://images.metmuseum.org/CRDImages/as/original/DP153754.jpg,Asian Art,Handscroll,The Sixteen Luohans,China,Ming dynasty (1368–1644),active ca. 1583–1626,Wu Bin,Chinese,,dated 1591,1591.0,1591.0,Handscroll; ink and color on paper,"Image: 12 5/8 x 163 9/16 in. (32.1 x 415.4 cm)
Overall with mounting: 13 1/4 x 398 1/16 in. (33.7 x 1011.1 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 33.6551, 'Width': 1011.0808}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 32.0676, 'Width': 415.4496}}]","Edward Elliott Family Collection, Gift of Douglas Dillon, 1986",Paintings,2025-11-14T04:52:10.177Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/48948,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}]",https://www.wikidata.org/wiki/Q29383349,True,
4342,57573.0,False,17.118.49,1917,True,https://images.metmuseum.org/CRDImages/as/original/17_118_49_36907.jpg,Asian Art,Statuette,Statuette of Buddha Sitting on Engraved Throne,Korea,Late Unified Silla dynasty (676–935),,,,,10th century,900.0,999.0,Gilt bronze,H. 2 1/4 in. (5.7 cm); W. 1 1/4 in. (3.2 cm); D. 1 1/8 in. (2.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.8575058, 'Height': 5.7150116, 'Width': 3.1750064}}]","Rogers Fund, 1917",Sculpture,2021-04-06T04:41:04.967Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/57573,"[{'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Buddha', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300262950', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7055'}]",,False,
4345,816208.0,False,2018.853.20,2018,True,https://images.metmuseum.org/CRDImages/as/original/DP-19314-002.jpg,Asian Art,Hanging scroll,Record of a haiku exchange on kaishi writing paper,Japan,Edo period (1615–1868),"Japanese, 1644–1694",Matsuo Bashō,Japanese,,second half of the 17th century,1650.0,1694.0,Hanging scroll; ink on paper,"Image: 11 5/16 × 18 3/8 in. (28.7 × 46.7 cm)
Overall with mounting: 44 7/8 × 19 1/4 in. (114 × 48.9 cm)
Overall with knobs: 44 7/8 × 21 1/4 in. (114 × 54 cm)","[{'elementName': 'Overall with mounting', 'elementDescription': None, 'elementMeasurements': {'Height': 114, 'Width': 48.8951}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 28.7, 'Width': 46.7}}, {'elementName': 'Overall with knobs', 'elementDescription': None, 'elementMeasurements': {'Height': 113.98273, 'Width': 53.97511}}]","Mary and Cheney Cowles Collection, Gift of Mary and Cheney Cowles, 2018",Calligraphy,2025-10-13T04:51:27.14Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/816208,,,False,
4348,52617.0,False,"17.190.524a, b",1917,True,https://images.metmuseum.org/CRDImages/as/original/DP140829.jpg,Asian Art,Wine container,Wine container (Pou),China,Shang dynasty (ca. 1500–1046 BCE),,,,,13th century BCE,-1299.0,-1200.0,Bronze,H. 21 1/4 in. (54 cm); Diam. 19 1/2 in. (49.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Diameter': 49.5301, 'Height': 54, 'Weight': 31.751791}}]","Gift of J. Pierpont Morgan, 1917",Metalwork,2025-10-22T04:50:15.297Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/52617,,https://www.wikidata.org/wiki/Q116313409,False,207
4354,38263.0,False,1986.501.2,1986,True,https://images.metmuseum.org/CRDImages/as/original/1986_501_2.jpg,Asian Art,Head,Head of a Male Deity,Indonesia,,,,,,ca. 13th century,1150.0,1350.0,Stone,H. 18 1/8 in. (46 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 46}}]","Gift of Evelyn Kossak, The Kronos Collections, 1986",Sculpture,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38263,"[{'term': 'Heads', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375054', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3409626'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]",https://www.wikidata.org/wiki/Q116377260,False,247
4355,51279.0,True,1981.398.3–.4,1981,True,https://images.metmuseum.org/CRDImages/as/original/ASA133.jpg,Asian Art,Wine ewer,A Pair of Royal Earrings,India,,,,,,ca. 1st century BCE,-100.0,-1.0,Gold,Overall (each): H. 1 1/2 in. (3.8 cm); W. 3 in. (7.6 cm); L. 1 9/16 in. (4 cm),"[{'elementName': 'Overall', 'elementDescription': 'each', 'elementMeasurements': {'Depth': 4, 'Height': 3.8, 'Width': 7.6}}]","Gift of John and Evelyn Kossak, The Kronos Collections, 1981",Jewelry,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/51279,"[{'term': 'Satavahana', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018882', 'Wikidata_URL': None}, {'term': 'Elephants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250160', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7378'}, {'term': 'Lions', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310388', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q140'}]",,False,
4356,42163.0,True,19.186,1919,True,https://images.metmuseum.org/CRDImages/as/original/DP-15581-004.jpg,Asian Art,Figure,"Buddha, probably Amitabha",China,Tang dynasty (618–907),,,,,early 7th century,600.0,633.0,Dry lacquer with polychrome pigment and gilding,H. 38 in. (96.5 cm); W. 27 in. (68.6 cm); D. 22 1/2 in. (57.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 57.150116, 'Height': 96.5, 'Width': 68.58014}}]","Rogers Fund, 1919",Sculpture,2025-10-22T04:50:15.297Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/42163,"[{'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Buddha', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300262950', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7055'}]",https://www.wikidata.org/wiki/Q29383324,True,208
4357,38196.0,False,1987.415.1,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_415_1.jpg,Asian Art,Figure,Nagaraja (Serpent King),India,Gupta period,,,,,ca. second quarter of the 5th century,426.0,450.0,Stone,H. 38 7/8 in. (98.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 98.7}}]","Gift of Evelyn Kossak, The Kronos Collections, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38196,"[{'term': 'Gupta', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018904', 'Wikidata_URL': None}, {'term': 'Kings', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025481', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q12097'}, {'term': 'Hinduism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073727', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9089'}]",https://www.wikidata.org/wiki/Q116377480,False,236
4358,38558.0,False,1992.53,1992,True,https://images.metmuseum.org/CRDImages/as/original/DT5249.jpg,Asian Art,Figure,Standing Four-Armed Vishnu,Vietnam,pre-Angkor period,,,,,second half of the 7th century,650.0,699.0,Stone,H. 38 in. (96.5 cm); W. 17 in. (43.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 96.520195, 'Width': 43.180088}}]","Purchase, Lita Annenberg Hazen Charitable Trust Gift, 1992",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38558,"[{'term': 'Vishnu', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000395', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11380'}, {'term': 'Hinduism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073727', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9089'}]",https://www.wikidata.org/wiki/Q83562120,True,245
4360,78196.0,False,2012.461,2012,True,https://images.metmuseum.org/CRDImages/as/original/DP284696_edt.jpg,Asian Art,Thangka,Buddha Shakyamuni and Scenes of His Previous Lives (Jataka Tales),China,,,,,,1573–1619,1573.0,1619.0,Distemper on cloth,Image: 27 3/8 × 18 1/2 in. (69.5 × 47 cm),"[{'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 69.53264, 'Width': 46.990093}}, {'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.8100076, 'Height': 113.03023, 'Width': 71.437645}}]","Zimmerman Family Collection, Purchase, Lila Acheson Wallace Gift, 2012",Paintings,2025-11-18T04:51:36.887Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/78196,"[{'term': 'Elephants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250160', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7378'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}, {'term': 'Rabbits', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250218', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9394'}, {'term': 'Tigers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249063', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q19939'}, {'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Buddha', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300262950', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7055'}, {'term': 'Shakyamuni', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000851', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q9441'}]",https://www.wikidata.org/wiki/Q78656970,False,253
4361,38435.0,True,1988.395a–c,1988,True,https://images.metmuseum.org/CRDImages/as/original/DP-14791-023.jpg,Asian Art,Diadem,"Diadem with Kinnaris (Half-Bird, Half-Female Creatures)",India,,,,,,9th–10th century,800.0,999.0,Gold inset with garnet,H. 4 5/8 in. (11.8 cm); W. 11 1/8 in. (28.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 11.8, 'Width': 28.3}}]","Gift of Evelyn Kossak, The Kronos Collections, 1988",Jewelry,2025-11-25T04:47:33.83Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38435,"[{'term': 'Kashmir', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018817', 'Wikidata_URL': None}, {'term': 'Mythical Creatures', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375725', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2239243'}]",https://www.wikidata.org/wiki/Q116395096,True,
4366,38313.0,False,1982.382,1982,True,https://images.metmuseum.org/CRDImages/as/original/1982_382.JPG,Asian Art,Figure,"Shiva Seated on Nandi, Flanked by Consorts (Tympanum)",Vietnam,,,,,,ca. first half of the 10th century or earlier,900.0,949.0,Stone,H. 23 7/16 in. (59.6 cm); W. 39 5/16 in. (99.8 cm); D. 5 3/4 in. (14.6 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 59.6, 'Width': 99.8}}]","Gift of Robert Hatfield Ellsworth, in memory of Phyllis E. Dillon, 1982",Sculpture,2024-08-09T04:53:27.08Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38313,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Shiva', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000021', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q11378'}]",,False,
4367,38272.0,False,1982.220.4,1982,True,https://images.metmuseum.org/CRDImages/as/original/1982_220_4.JPG,Asian Art,Headless figure,Seated Preaching Buddha,Indonesia,Central Javanese period,,,,,9th century,800.0,899.0,Andesite,H. 28 1/8 in. (71.4 cm); W. 34 1/8 in. (86.7 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 71.4, 'Width': 86.7}}]","Rogers Fund, 1982",Sculpture,2023-11-07T04:56:25.917Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38272,"[{'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Buddha', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300262950', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7055'}]",,False,
4369,78920.0,False,2013.507,2013,False,,Asian Art,Calligraphy,Golden Tablets,Japan,Heisei period (1989–2019),"Japanese, 1913–2021",Shinoda Tōkō,Japanese,Female,2011,2011.0,2011.0,Ink and gofun (ground-shell pigment) on gilded paper,"Image: 31 1/2 × 31 1/2 in. (80 × 80 cm)
Framed: 53 9/16 × 39 3/8 in. (136 × 100 cm)","[{'elementName': 'Framed', 'elementDescription': None, 'elementMeasurements': {'Height': 136, 'Width': 100}}, {'elementName': 'Image', 'elementDescription': None, 'elementMeasurements': {'Height': 80, 'Width': 80}}]","Gift of Sue Cassidy Clark, in honor of Jerri Donovan, 2013",Calligraphy,2025-09-30T04:51:13.59Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/78920,,,False,
4370,38086.0,False,1987.218.22,1987,True,https://images.metmuseum.org/CRDImages/as/original/DP-18252-030.jpg,Asian Art,Sphere,Sphere with Scenes of Rites at the Shrine of a Yaksha (Male Nature Spirit),India,Mauryan period,,,,,ca. 3rd century BCE,-299.0,-200.0,Stone,"H. 1/16 in. (0.1 cm); Diam. 1 3/16 in. (3 cm)
Weight: Under 40 lbs. (estimate)","[{'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Diameter': 3}}, {'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 0.13}}]","Samuel Eilenberg Collection, Ex Coll.: Columbia University, Purchase, Evelyn Kranes Kossak Gift, in memory of John Kossak, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/38086,"[{'term': 'Shunga', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300018880', 'Wikidata_URL': None}]",https://www.wikidata.org/wiki/Q116395021,False,
4371,57949.0,False,14.40.881,1914,True,https://images.metmuseum.org/CRDImages/as/original/DP138477.jpg,Asian Art,Box,Box with the Poet Narihira,Japan,Edo period (1615–1868),,,,,early 19th century,1800.0,1833.0,"Black lacquer over copper, inlaid with mother-of-pearl",H. 1 in. (2.5 cm); W. 3 3/4 in. ( 9.5 cm); L. 5 1/4 in. (13.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 2.5, 'Length': 13.335, 'Width': 9.525}}, {'elementName': 'Storage', 'elementDescription': 'Storage box needed', 'elementMeasurements': {'Height': 3, 'Length': 13.5, 'Width': 9.7}}]","Bequest of Benjamin Altman, 1913",Lacquer,2025-03-06T04:54:30Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/57949,"[{'term': 'Houses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300005433', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3947'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Horses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250148', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q726'}]",,False,
4376,39070.0,False,1987.142.199,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_199.jpg,Asian Art,Figure,Image of a Noble Boy,Indonesia,"Eastern Javanese period, Majapahit kingdom",,,,,14th century,1300.0,1399.0,Bronze,H. (without base) 5 7/16 in. (13.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 13.8113}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39070,"[{'term': 'Boys', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300247598', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3010'}]",,False,
4377,39160.0,False,1987.142.58,1987,True,https://images.metmuseum.org/CRDImages/as/original/DP241356.jpg,Asian Art,Figure,Seated Esoteric Buddhist Deity,Indonesia,Eastern Javanese period,,,,,ca. second half of the 11th–century,1050.0,1099.0,Bronze,H. 6 3/5 in. (16.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 16.8}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39160,"[{'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Deities', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343850', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178885'}]",https://www.wikidata.org/wiki/Q104861507,False,
4378,39396.0,False,1987.142.350,1987,True,https://images.metmuseum.org/CRDImages/as/original/1987_142_350_244956.jpg,Asian Art,Figure,Standing Padmapani,Nepal,Licchavi period,,,,,8th–9th century,700.0,899.0,Copper alloy,H. 4 1/2 in. (11.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 11.4}}]","Samuel Eilenberg Collection, Gift of Samuel Eilenberg, 1987",Sculpture,2025-10-15T04:51:40.863Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/39396,"[{'term': 'Buddhism', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300073738', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q748'}, {'term': 'Bodhisattvas', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300264360', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q178149'}]",,False,
